,time,pdcsap_flux
0,1955.7986581154164,0.9971683971937111
1,1955.8000470227792,1.0009421275661878
2,1955.801435930142,1.0003252907698905
3,1955.802824837505,0.9992999318728913
4,1955.804213744868,0.9989863077408503
5,1955.8056026522304,0.9990538116016516
6,1955.8069915595936,1.0006753550391783
7,1955.8083804669568,0.9990060212577214
8,1955.8097693743184,0.9998205906020292
9,1955.8111582816807,0.9986419612448543
10,1955.812547189044,1.0025861153973816
11,1955.813936096407,0.9999703621263101
12,1955.8153250037697,0.9997150251458838
13,1955.8167139111324,0.9986584318455303
14,1955.8181028184952,0.9988399498125645
15,1955.819491725858,1.0012651390872152
16,1955.8208806329883,0.9991172191472588
17,1955.822269540352,0.9992286730564955
18,1955.8236584477156,1.0008035355687905
19,1955.825047355078,1.0007586467814562
20,1955.8264362622083,0.999255811144656
21,1955.8278251695715,1.0000898379861352
22,1955.829214076933,0.9999295696541697
23,1955.8306029840624,0.9988461796252555
24,1955.8319918914256,0.9996582741124668
25,1955.8333807987883,0.9982599798530135
26,1955.8347697059185,0.9988892762746924
27,1955.8361586132812,0.9996087769705392
28,1955.8375475204116,0.9981599614903599
29,1955.8389364277743,0.9989601083915888
30,1955.8403253349045,0.9992102396381225
31,1955.8417142422672,0.9985298246164184
32,1955.8431031493967,1.0006724534825824
33,1955.84449205676,1.0018030364761277
34,1955.8458809638903,0.9995182313367718
35,1955.847269871253,0.9997792860904898
36,1955.8486587783823,1.0013836762081414
37,1955.8500476857448,0.9996307093248072
38,1955.8514365928756,1.0000750741834568
39,1955.8528255000065,0.9991091971966705
40,1955.854214407369,1.0006641755122945
41,1955.855603314499,1.0009531364132715
42,1955.856992221629,1.0003457723458606
43,1955.858381128992,0.9991827601903629
44,1955.859770036122,0.9999421146194514
45,1955.861158943252,0.9997529160614282
46,1955.862547850382,1.0009465652409812
47,1955.863936757512,1.0016702475919221
48,1955.8653256648752,0.9980991141417489
49,1955.8667145720044,0.999702480180602
50,1955.8681034791337,0.9993661556351944
51,1955.869492386264,1.0008929717838597
52,1955.870881293394,1.0007338982104925
53,1955.872270200524,1.0015285833581293
54,1955.8736591078869,0.9986704647714126
55,1955.8750480150168,0.998818529497696
56,1955.876436922147,1.0009342762953992
57,1955.877825829277,0.9987193645340411
58,1955.879214736407,0.9992581153219526
59,1955.8806036435376,1.000181493038601
60,1955.8819925506684,0.9999923798204778
61,1955.8833814577984,0.9987779077053555
62,1955.8847703649287,0.9998186277843322
63,1955.886159272058,0.9988969568656813
64,1955.8875481791872,0.9997530867412281
65,1955.8889370863171,1.0016468644593564
66,1955.8903259934475,1.0016325273561772
67,1955.8917149005772,1.0015211587868402
68,1955.8931038077076,0.9999365248560096
69,1955.8944927148373,1.0001128797591015
70,1955.895881621968,1.0001818343982005
71,1955.8972705288647,1.000816251213872
72,1955.898659435995,0.9988575298319388
73,1955.9000483431248,1.0002803166426564
74,1955.901437250255,0.9989351891408251
75,1955.902826157385,0.9995169512382737
76,1955.904215064515,0.9990121657305124
77,1955.9056039716445,1.0005430781943718
78,1955.906992878541,0.9991781518357696
79,1955.908381785671,1.000119365591492
80,1955.9097706928017,1.0000908620649338
81,1955.9111595999325,1.0005006642641339
82,1955.9125485070624,1.0005231939977008
83,1955.91393741396,0.9990422053752686
84,1955.9153263210897,0.9987855882963442
85,1955.91671522822,0.9997778353121919
86,1955.9181041353495,1.0019673157833873
87,1955.919493042247,0.999589831512767
88,1955.9208819493767,0.9988449848666572
89,1955.9222708565076,0.9998228947793258
90,1955.9236597636373,0.9992344761696872
91,1955.925048670534,0.9995799320843815
92,1955.9264375776631,1.000889430178015
93,1955.9278264847933,1.0003006275388266
94,1955.9292153916904,1.0001053698479125
95,1955.9306042988203,0.9997772379328926
96,1955.9319932059504,1.0002216027915423
97,1955.933382112848,0.9976171143872543
98,1955.934771019978,1.0014159346902942
99,1955.936159927108,0.9982098853317867
100,1955.9375488340056,1.0019330091436374
101,1955.9389377411364,0.9994898984900132
102,1955.9403266480335,1.0006048642818814
103,1955.941715555164,1.0024830247983325
104,1955.9431044622936,1.0003368116563738
105,1955.9444933691905,1.0010627981846112
106,1955.94588227632,0.9998325381880119
107,1955.947271183217,0.9997099047518914
108,1955.948660090347,1.000234915815923
109,1955.9500489974769,0.9995241197898633
110,1955.9514379043744,0.9976934935976426
111,1955.9528268115043,1.0000226754849335
112,1955.9542157184012,0.9994663446776477
113,1955.9556046255316,0.9985606323202734
114,1955.956993532429,0.9984985902130641
115,1955.9583824395588,0.9986708914709119
116,1955.959771346689,0.9998890332017292
117,1955.961160253586,1.0007426028802797
118,1955.9625491607155,1.0014737951424095
119,1955.963938067612,0.9975061725174168
120,1955.965326974742,0.997930311819796
121,1955.96671588164,1.001068345278103
122,1955.9681047887705,0.9983897818407235
123,1955.969493695668,1.0006443766555235
124,1955.970882602798,0.9992813277747186
125,1955.9722715096952,1.0010350627171518
126,1955.9736604168247,1.0017424451472163
127,1955.9750493237225,1.0003124897849094
128,1955.9764382308524,0.9997328611849577
129,1955.9778271377495,1.00082452918416
130,1955.97921604488,1.0006122035132707
131,1955.9806049517767,1.0010645903225086
132,1955.9819938589064,0.9988975542449803
133,1955.9833827658028,1.0011448098283913
134,1955.984771672933,0.9996846441415282
135,1955.98616057983,1.0010326731999553
136,1955.98754948696,0.9996633945064594
137,1955.988938393857,0.9991250704180472
138,1955.9903273009877,1.0008337458933465
139,1955.9917162078848,0.9999384450037568
140,1955.9931051150145,1.0005612555930452
141,1955.994494021912,0.9994505567961709
